19185 2.59029e+07
12059 1384 6254.89
12060 10743 264.013
12061 18770 977.573
12061 12269 1434.8
12062 16266 692.653
12063 13958 2921.98
12064 1823 1143.91
12065 5314 392.384
12066 599 9161.9
12067 14072 35.75
12067 8312 51.682
12068 14709 325.203
12069 14814 810.246
12069 13877 879.896
12070 713 665.07
12071 14845 1139.86
12072 1938 277.802
12072 5757 196.199
12074 11595 326.326
12075 15248 366.686
12076 13372 3478.38
12077 12650 3419.59
12078 2134 4543.45
12079 15221 114.566
12080 8593 1955.33
12081 4412 67.77
12081 7550 58.545
12082 1596 8.064
12083 14230 167.174
12084 2282 34.894
12086 4235 6913.57
12087 3497 101.2
12088 8143 178.503
12089 12481 36.178
12090 5923 2053.78
12091 3469 357.272
12092 10022 4124.74
12093 12094 2351.8
12095 10743 2211.39
12096 7161 3557.74
12097 16831 1202.69
12099 4159 667.327
12100 457 9070.39
12101 12112 334.783
12102 18322 321.418
12103 10232 1447.04
12104 8777 1077.48
12105 14360 6324.41
12106 5568 169.598
12107 13111 20.612
12108 18066 3799.08
12109 9974 485.097
12110 7902 699.724
12111 15646 321.355
12112 17555 12.366
12112 15635 124.093
12113 6819 176.642
12113 9775 372.748
12114 3227 1503.7
12115 16178 51.867
12116 1955 220.262
12117 8083 221.004
12118 7240 989.695
12119 2981 1526.79
12120 4684 2666.31
12120 2161 2753.22
12121 14353 931.097
12122 16852 1345.52
12123 5594 186.393
12124 3526 400.837
12125 9926 838.715
12126 4820 170.035
12128 10763 5913.28
12129 3741 104.111
12130 4816 79.004
12131 11416 120.271
12133 10763 232.028
12133 12251 189.602
12134 3199 2090.15
12136 2030 422.667
12137 15643 1239.05
12138 3139 168.936
12139 14919 467.418
12141 15014 206.388
12141 3424 135.554
12142 10843 3223.85
12143 4708 207.771
12144 2986 1045.44
12145 9917 5262.11
12146 10400 679.879
12147 2101 76.962
12147 3785 79.267
12148 13785 159.624
12149 13352 3973.33
12150 8931 22.139
12150 11702 20.311
12151 11735 463.066
12152 16591 405.571
12152 16171 413.289
12152 5079 384.378
12153 16697 314.801
12154 4183 707.948
12155 15272 67.235
12156 5099 165.273
12157 12632 84.435
12158 3771 1645.92
12159 12651 1920.48
12161 6345 578.487
12162 16397 633.359
12163 16373 123.648
12164 18385 1751.81
12165 5390 87.27
12166 5952 865.806
12167 953 2722.96
12168 6322 610.977
12169 7568 160.029
12170 8480 1177.65
12171 2685 2816.98
12172 6377 4543.25
12173 12205 978.84
12174 11666 594.239
12175 16500 28.775
12176 17765 2759.77
12177 3631 2253.57
12178 14216 236.28
12179 9265 1076.34
12181 10539 1308.85
12182 6842 1284.14
12183 6635 73.382
12184 17853 14.754
12185 8556 382.425
12186 9002 436.902
12188 14298 242.221
12189 167 2441.25
12190 1605 1775.43
12191 7517 3253.88
12191 16226 6767.83
12192 10328 221.009
12193 14716 172.563
12194 18381 317.395
12195 16209 985.477
12196 10452 54.025
12197 8141 63.378
12197 16617 72.712
12199 11546 422.677
12200 9858 268.481
12201 17180 7536.29
12202 17799 1283.09
12204 15331 605.161
12205 8593 591.514
12206 7456 58.168
12206 7412 190.029
12208 6288 78.673
12209 271 690.779
12210 17552 860.898
12211 7379 730.511
12211 14526 184.352
12211 15635 102.433
12212 18371 4418.53
12213 10541 615.145
12215 11654 5079.32
12216 6989 6771.48
12218 8596 3636.84
12219 8111 4247.35
12220 6392 2931.12
12221 15320 3863.89
12222 6817 14.493
12224 16794 1992.84
12225 4673 1420.31
12226 16467 1303.97
12227 14898 410.19
12227 5896 161.942
12228 8076 145.037
12230 6588 9813.37
12231 5284 607.405
12232 7514 271.567
12232 10379 240.642
12233 18475 842.716
12234 16296 130.634
12235 8553 1401.34
12236 1598 3558.81
12237 5167 259.563
12238 5997 184.633
12239 8887 68.661
12240 16065 674.387
12241 10021 1638
12243 1011 475.507
12244 14936 122.659
12245 9955 172.57
12245 10089 85.064
12246 3537 4983.03
12248 15621 128.895
12248 13164 11.519
12249 10935 77.071
12249 13359 333.626
12249 13591 22.468
12250 4759 2517.68
12250 17367 475.161
12252 15986 3055.7
12253 5217 83.368
12254 1470 1156.97
12255 16695 116.633
12256 4159 542.379
12257 483 2015.21
12258 184 76.279
12259 10249 888.666
12261 1712 3659.63
12262 4344 6091.11
12264 2772 153.787
12265 7001 1120.47
12266 7583 189.5
12266 11218 127.442
12266 9652 93.853
12267 14910 745.428
12268 15406 322.186
12269 8349 1229.78
12270 14047 230.04
12271 15680 116.66
12271 7583 32.951
12272 1023 581.543
12273 9997 1388.83
12274 4398 4015.55
12275 2913 206.603
12276 17503 407.439
12278 357 2357.07
12279 8550 1401.41
12280 2825 5447.74
12281 7571 67.835
12282 9838 1002.59
12283 3311 5352.33
12284 9538 238.051
12285 7407 1029.27
12286 277 1.715
12286 5429 111.774
12287 17143 268.726
12289 5792 644.319
12290 12234 112.952
12290 12307 70.274
12291 8691 1331.08
12292 6218 316.441
12293 6752 310.835
12294 15753 7172.41
12295 1587 2800.24
12296 16623 409.069
12297 5085 838.145
12298 3543 10.898
12300 12944 928.653
12301 9397 304.023
12301 7505 114.644
12302 13489 1585.11
12303 4391 645.92
12304 11667 1402.92
12305 4157 134.769
12306 15120 54.541
12307 11547 1521.6
12308 7957 2446.59
12309 3735 391.503
12310 5198 1288.6
12311 18258 331.429
12313 15133 1729.35
12315 17973 632.18
12316 785 362.853
12317 9492 3701.97
12318 10234 292.136
12319 11579 458.966
12320 461 527.502
12320 15080 1197.27
12321 11310 443.674
12322 6799 103.629
12323 10507 1348.61
12324 18378 118.708
12324 10535 109.026
12325 365 2459.69
12326 4594 2.719
12326 7622 85.744
12327 15429 4088.05
12327 3616 2441.6
12328 7478 585.334
12329 14278 1154.46
12330 9825 1792.35
12332 11142 1356.99
12334 2779 154.296
12335 8914 5063.59
12336 1202 6515.38
12337 3129 224.727
12338 5745 129.288
12340 10470 2491.32
12342 15444 3641.94
12343 5208 222.289
12344 938 362.478
12345 4728 473.453
12346 139 1906.36
12347 6810 6.049
12349 13966 270.66
12350 17750 375.187
12350 8556 595.694
12351 9092 1365.65
12352 16267 537.817
12353 10934 791.45
12353 10937 1089.67
12354 2432 4986.05
12356 5883 21.59
12357 5747 253.02
12358 6833 300.955
12359 9182 1882.71
12360 12008 1279.75
12361 9022 1700.07
12362 7573 387.933
12364 3137 132.466
12364 6760 8.649
12365 7367 677.866
12365 2587 688.93
12367 962 1720.77
12368 11633 831.783
12369 1056 380.435
12370 5261 473.054
12371 1946 7482.97
12372 8465 253.757
12372 9816 331.131
12373 1311 480.945
12374 7688 4.556
12375 1605 1501.68
12375 7487 494.673
12377 13866 6953.8
12378 9625 276.981
12380 6746 42.43
12381 4220 2121.31
12382 13521 310.57
12383 8295 128.943
12384 8567 6816.24
12385 9207 2344
12386 14864 1332.43
12386 1177 1240.64
12386 15417 758.585
12387 8070 89.496
12388 3655 966.842
12389 13262 223.626
12390 5279 971.682
12391 16951 66.999
12392 9419 536.832
12393 3420 1291.54
12394 13958 981.876
12395 9459 3327.1
12396 426 96.278
12397 1008 1582.54
12398 14083 180.716
12399 4483 490.223
12402 4022 66.973
12402 17727 136.348
12403 18292 394.849
12404 17990 296.394
12405 1852 203.437
12406 4956 46.741
12406 17899 56.373
12407 1903 1161.57
12407 12995 1409.74
12409 9713 1138.28
12410 2579 324.716
12411 3100 5096.78
12411 10569 4859.57
12412 12204 15.885
12414 17810 673.082
12415 13425 4715.01
12416 5923 379.604
12417 17812 6564.23
12418 16510 856.979
12419 14467 2366.66
12420 9712 1201.07
12421 14641 779.719
12421 13489 249.258
12422 1073 1123.61
12423 4734 188.54
12424 17637 516.572
12426 14753 17.365
12426 5732 116.79
12427 6940 84.497
12428 18330 205.264
12429 1613 538.637
12430 13164 57.886
12431 6162 90.827
12432 10163 1045.56
12435 7571 18.654
12436 15307 1193.92
12438 13202 50.98
12439 16417 356.089
12441 4157 2050.28
12442 16196 198.426
12442 16372 121.465
12443 606 140.222
12444 11707 1087.34
12445 181 1632.85
12446 8673 580.959
12446 1483 1662.92
12447 8162 4922.19
12448 1308 1040.78
12449 252 6024.25
12451 1585 833.979
12453 8075 4758.81
12454 2695 373.542
12455 5742 1110.57
12456 9073 865.147
12457 13244 104.891
12459 5057 37.204
12459 18643 182.13
12459 9936 103.484
12460 14575 564.52
12461 4373 54.465
12462 705 26.398
12463 13946 60.463
12464 10940 284.114
12466 17292 1894.32
12468 6476 1149.62
12469 2679 482.919
12470 18416 717.369
12471 5950 884.257
12471 448 963.122
12472 12895 17.79
12473 1734 697.795
12474 6633 7.202
12475 17522 354.448
12476 9740 158.381
12478 15308 559.437
12479 11432 185.395
12480 13485 119.584
12480 7448 101.891
12481 9881 340.836
12482 13311 954.368
12483 8244 1545.87
12484 12058 25.458
12485 12916 119.585
12486 15603 70.185
12486 2553 229.275
12487 1814 5663.65
12488 4492 201.009
12489 10026 1295.8
12490 17373 3294.6
12491 5695 205.579
12492 1763 301.325
12493 6394 2.485
12494 4988 96.73
12495 8034 5158.93
12497 5065 3116.05
12498 3180 1279.78
12499 12915 1755.29
12500 16087 2686.02
12501 3482 62.401
12502 199 141.88
12503 4282 167.493
12503 990 125.309
12504 10453 115.485
12504 12159 83.302
12505 11266 2246.72
12506 4981 141.701
12506 6440 913.479
12507 7717 250.718
12508 12305 565.304
12509 3840 70.744
12510 15850 884.402
12511 6711 1946.06
12513 338 6468.29
12514 1404 4671.66
12516 3224 2210.97
12517 13693 473.982
12518 16819 1462.44
12518 7766 330.799
12519 11064 200.491
12520 7804 111.756
12522 10123 32.637
12523 2694 495.807
12524 14438 242.303
12525 10327 2865.81
12526 5986 7106.5
12527 14778 1023.58
12529 9586 842.28
12530 303 340.454
12531 13894 50.962
12532 7397 1892
12533 3405 304.441
12534 2533 407.641
12535 6411 2499.98
12537 6719 55.632
12538 615 721.18
12539 13101 157.903
12539 18077 292.492
12540 15567 686.208
12541 3158 6319.37
12542 17923 2924.35
12543 3199 2376.99
12544 2572 34.625
12545 16548 1869.62
12546 15684 652.519
12548 9647 123.418
12549 9447 80.636
12549 17600 40.386
12549 8482 155.26
12550 13882 168.972
12550 6945 229.8
12551 11198 3821.57
12552 10712 2288.2
12553 3326 158.29
12554 11208 33.868
12556 1566 347.778
12557 2104 2353.17
12558 14093 142.78
12559 15020 284.219
12560 1293 3973.8
12561 3121 40.722
12562 4675 7334.93
12563 2184 1038.54
12563 9015 819.253
12564 2942 272.493
12565 12621 304.291
12566 18507 393.121
12567 10845 2663.07
12568 11625 4677.98
12568 1598 7281
12569 15082 2275.59
12570 6460 1820.76
12572 15977 472.34
12573 17659 1714.63
12574 4684 447.896
12574 17423 2941.07
12575 11236 217.033
12576 14136 277.739
12576 3818 160.138
12577 1257 99.774
12579 2596 7712.86
12580 3963 7210.68
12581 9764 173.601
12582 5428 1400.89
12583 1900 15.792
12583 13772 215.2
12583 15156 128.63
12583 12328 265.144
12584 14631 87.789
12585 12902 115.177
12586 5879 115.758
12587 17577 4147.28
12588 14305 796.45
12589 11922 1006.41
12591 3909 435.26
12593 3955 18.402
12594 7341 1167.81
12595 13478 635.07
12597 14160 1351.34
12598 9529 1005.92
12599 14794 2167.97
12600 13961 226.78
12601 4820 349.919
12602 15221 142.139
12603 5605 4210.49
12604 4052 5112.05
12605 4193 27.787
12605 17358 19.494
12606 4825 305.717
12607 3757 194.972
12608 5194 194.431
12609 4389 2388.33
12610 13301 7859.24
12611 11248 501.925
12611 1260 518.187
12612 13269 200.392
12613 8742 110.543
12614 16519 218.705
12614 4906 84.413
12615 14678 1073.63
12616 11889 7987.42
12617 2448 2265.93
12618 11775 182.468
12619 12504 1101.16
12620 18411 3820.69
12621 4110 1175.17
12622 4191 328.365
12623 11597 484.469
12625 3162 295.349
12626 17431 253.987
12626 2861 629.183
12627 9935 8667.89
12628 2115 6.034
12628 3541 42.09
12629 14221 1016.88
12630 4243 166.795
12631 8917 2361.18
12633 1307 89.581
12635 15938 389.599
12636 17053 26.776
12637 8345 1038.32
12638 15439 1634.07
12639 14225 207.676
12639 7890 381.261
12640 11613 2277.41
12641 5567 3330.39
12642 2928 315.318
12643 1129 7469.51
12644 881 269.201
12645 8349 392.814
12646 13744 8971.02
12647 2162 44.844
12648 7829 174.648
12649 9814 391.726
12650 18035 80.49
12651 1113 236.14
12651 7280 135.945
12652 1719 255.217
12653 10037 1006.23
12654 10110 2503.08
12654 8904 3247.9
12655 2394 2995.08
12656 13853 5339.66
12657 8342 2331.26
12658 14612 2721.37
12659 219 8655.6
12660 9512 199.328
12661 10419 331.979
12662 5563 167.13
12663 1008 1243.69
12664 11653 706.544
12665 10345 342.122
12666 18130 472.644
12667 8442 5254.69
12668 14409 3622.41
12669 9346 88.193
12669 15431 38.013
12669 571 78.277
12670 13289 164.764
12671 2836 64.012
12672 16690 1154.2
12673 29 4360.71
12674 13649 3376.83
12675 5907 1556.61
12676 1949 284.664
12677 10309 1369.18
12678 3420 2022.12
12679 7080 3231.03
12681 13885 2746.93
12683 5544 443.255
12683 13332 8.066
12684 9738 246.707
12685 17282 656.998
12686 6871 3358.33
12687 12778 292.839
12688 3420 187.908
12690 3796 1167.92
12690 15654 649.114
12691 10821 3520.84
12693 2000 106.713
12694 17811 2149.74
12695 18120 7993.4
12696 5306 857.807
12697 16922 1570.85
12698 8239 493.167
12699 9978 509.182
12700 4846 3641.28
12701 10596 1788.92
12702 14859 4541.21
12703 13452 104.018
12703 1436 1055.44
12704 12067 236.385
12705 10598 353.131
12706 18311 218.819
12707 15489 2950.95
12708 5201 1385.66
12709 1491 3923.36
12710 8117 41.85
12711 8202 19.998
12711 4400 84.781
12711 16407 19.083
12712 17793 508.769
12713 7214 144.274
12714 2554 644.393
12714 2048 413.139
12715 4464 602.575
12716 6769 2718.94
12717 14255 175.055
12718 2730 97.824
12719 2584 141.86
12720 1346 1342.14
12721 16297 1444.32
12722 1398 766.925
12723 9910 172.359
12724 6727 105.155
12725 3478 557.445
12727 14649 196.453
12729 5542 862.424
12730 15215 2579.27
12731 3749 990.327
12732 11390 1266.01
12733 10094 2710.6
12733 6766 576.768
12734 4851 5554.03
12734 9902 4210.81
12735 3963 1360.75
12736 9035 707.916
12737 15376 220.621
12738 9278 291.573
12739 4901 6727.92
12740 4936 351.758
12741 13081 365.766
12742 17431 9975.31
12743 18598 51.904
12743 15704 65.672
12744 14349 17.302
12745 4109 182.618
12746 17045 1092.54
12747 16266 110.473
12747 9945 399.347
12748 16487 6399.98
12750 6830 2746.39
12752 5397 2782.71
12753 11097 111.812
12753 17282 449.36
12754 13694 62.34
12755 4492 70.899
12755 4647 212.89
12757 14482 358.286
12758 9356 2322.91
12760 4415 228.903
12761 15019 494.068
12762 16835 2102.64
12763 3158 29.349
12764 12392 310.872
12765 17639 1031.95
12767 2631 156.796
12768 15115 1222.1
12770 5967 51.162
12771 12772 1435.27
12772 10344 701.543
12773 2744 109.947
12774 9982 1270.88
12776 10373 17.659
12777 9606 90.066
12778 6763 12.847
12779 5986 279.657
12780 1736 1922.75
12781 12808 53.062
12782 16729 1482.69
12783 4661 6890.48
12784 18583 1518.21
12786 12020 199.824
12787 8522 2291.04
12788 4931 644.177
12789 10375 215.333
12790 3102 121.419
12791 5811 806.675
12792 8196 347.494
12793 10803 195.983
12794 7716 637.498
12795 5487 75.012
12796 5067 214.03
12797 15821 6680.84
12798 9104 2941.67
12799 3090 3500.9
12800 464 6462.79
12801 12856 798.167
12803 5727 860.352
12804 12944 111.597
12805 9113 3507.57
12808 7197 64.621
12809 16365 6624.26
12810 7131 117.17
12811 9248 21.41
12812 9050 206.207
12813 9760 1778.06
12814 411 893.019
12815 14302 688.178
12816 15034 852.882
12817 4840 30.895
12818 10834 3694.11
12819 10645 102.262
12820 5781 440.198
12820 10460 141.731
12820 10201 591.406
12821 3070 491.78
12821 12969 486.733
12822 648 1612.76
12823 9139 4440.86
12824 18640 26.864
12826 971 13.88
12826 3435 5375.83
12827 1691 6155.18
12828 1691 714.284
12829 11499 1220.82
12830 9674 166.032
12831 11872 145.824
12833 2873 728.791
12834 423 346.492
12835 17092 524.914
12836 9709 1238.01
12837 15374 555.196
12838 9188 544.472
12839 11746 1273.65
12841 12874 1761.35
12842 7150 725.463
12844 16603 41.546
12845 10440 1293.6
12846 6581 3423.76
12847 6429 341.17
12848 16951 87.459
12849 9110 29.075
12849 10656 184.636
12850 4262 788.389
12850 18697 2135
12852 3717 21.812
12853 9202 949.71
12854 8334 2958.33
12855 16530 295.058
12856 12594 844.064
12857 13557 55.807
12858 647 1067.78
12859 3557 1645.22
12859 9156 934.071
12860 5827 881.431
12860 1925 155.544
12861 9675 3924.28
12861 12331 7736.9
12862 9180 2152.93
12863 976 804.19
12864 4391 1013.6
12865 15037 955.13
12867 12930 570.108
12868 1613 1046.1
12869 7012 7651
12870 17092 52.051
12871 14143 1941.04
12872 3349 1168.5
12873 18565 449.872
12874 10622 368.712
12875 374 812.311
12876 3960 5075.26
12877 15353 248.456
12878 9090 40.503
12879 15549 27.526
12880 17674 2750.31
12882 17502 84.045
12883 16312 52.285
12884 13015 1292.89
12885 1775 4102.21
12886 11494 415.962
12887 17466 909.864
12888 2831 513.53
12889 9794 775.053
12890 18697 1292.58
12891 1945 752.97
12892 17352 3542.43
12893 3721 4003.57
12893 3726 3588.21
12894 18111 281.933
12894 366 71.022
12895 15383 75.221
12896 6591 140.456
12896 3889 90.157
12896 4666 91.552
12897 2730 381.878
12898 11217 640.445
12899 4158 781.257
12899 11843 1640.21
12901 13642 147.782
12902 6240 105.769
12903 9045 1145.63
12904 10743 164.94
12905 965 1278.54
12906 14325 44.775
12907 17139 588.597
12909 4272 0.264
12909 8253 114.806
12911 7717 2843.97
12912 13132 737.418
12913 3315 544.424
12913 9298 585.375
12914 12583 473.711
12915 10190 1.744
12915 9950 156.166
12917 800 1402.19
12918 9262 1328.89
12919 5742 343.748
12920 1802 364.045
12921 14575 92.149
12922 7873 239.684
12923 4503 336.432
12924 4949 13.379
12925 13015 6.497
12925 15696 0.921
12926 10373 4845.45
12928 2663 879.412
12929 6347 351.703
12930 16694 105.276
12931 2994 7435.62
12932 11520 20.288
12932 1688 1136.05
12933 17551 405.757
12934 7992 2954.29
12935 16872 3298.28
12937 15615 162.59
12938 13953 795.556
12938 15924 1085.15
12939 13210 58.865
12941 10618 62.837
12942 6290 1032.29
12943 2969 595.417
12944 11824 7.122
12944 676 15.089
12945 12263 3454.99
12946 16987 212.805
12947 10356 668.785
12948 8777 463.099
12949 17853 698.497
12949 7691 409.678
12950 13356 156.733
12951 6010 972.588
12952 14192 3337.55
12953 175 652.739
12954 1985 362.222
12955 17842 2285.86
12957 319 819.676
12958 2502 1263.69
12959 1467 3529.05
12960 2873 167.039
12961 18525 220.778
12962 17576 2299.35
12963 13888 477.408
12964 6995 69.253
12965 13128 1017.9
12966 3241 2073.12
12967 13373 160.307
12968 9994 188.521
12969 17072 1112.36
12970 413 4119.02
12970 8741 2694.15
12972 4214 4237.11
12972 11340 7558.73
12973 11052 500.695
12974 10994 783.098
12975 12585 128.843
12976 6997 3204.56
12977 9268 218.844
12978 2543 26.134
12979 10491 190.597
12980 5518 1244.8
12981 6314 7.279
12982 6722 1110.21
12983 8283 1641.25
12984 5550 1.011
12985 8112 218.518
12986 17208 1674.77
12987 4703 4172.95
12988 14874 32.855
12989 16110 176.674
12990 13715 291.989
12991 8207 4357.94
12992 17025 5181.33
12993 2275 1570.89
12994 9881 1202.44
12995 17120 386.006
12996 463 3040.25
12997 10394 1596.29
12998 10926 8383.47
12999 5090 502.861
13000 14857 4.958
13001 5675 2473.32
13002 7401 150.359
13003 11093 3778.16
13004 2308 50.817
13005 10464 1276.52
13006 12138 1529.89
13007 18769 595.186
13008 12138 474.147
13009 4669 290.665
13011 6514 120.826
13011 13802 2096.45
13012 13782 427.533
13012 11093 1444.52
13013 13381 523.917
13014 12383 1867.99
13015 15397 35.374
13015 10714 61.497
13016 8573 9065.87
13017 14405 147.174
13018 14698 5315.29
13018 9671 1968.97
13019 6201 38.169
13020 7292 531.046
13020 1260 619.233
13021 9435 2221
13021 4633 6103.32
13022 9555 49.09
13023 8367 37.612
13024 7223 20.533
13025 15561 13.471
13026 14506 962.655
13027 10045 720.24
13028 6358 2621.99
13029 8775 2086.71
13030 12111 192.015
13030 15525 208.663
13031 8399 74.678
13031 5466 311.117
13032 11591 1421.76
13033 2186 5647.78
13034 636 1351.68
13035 13779 2966.9
13036 6115 979.509
13037 12126 163.465
